LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01003095,Lambeth 012E,E09000022,Lambeth,19.8,14572,5
E01003096,Lambeth 010D,E09000022,Lambeth,25.5,10488,4
E01003097,Lambeth 006A,E09000022,Lambeth,32.2,7024,3
E01003098,Lambeth 005A,E09000022,Lambeth,23.4,11756,4
E01003099,Lambeth 005B,E09000022,Lambeth,26.6,9835,3
E01003100,Lambeth 005C,E09000022,Lambeth,16.9,17071,6
E01003101,Lambeth 003A,E09000022,Lambeth,28.2,8915,3
E01003102,Lambeth 004A,E09000022,Lambeth,25.9,10233,4
E01003104,Lambeth 004C,E09000022,Lambeth,24.6,10988,4
E01003105,Lambeth 003B,E09000022,Lambeth,29.3,8374,3
E01003106,Lambeth 003C,E09000022,Lambeth,27.2,9487,3
E01003107,Lambeth 003D,E09000022,Lambeth,17.5,16537,6
E01003108,Lambeth 002B,E09000022,Lambeth,33.2,6591,3
E01003109,Lambeth 003E,E09000022,Lambeth,27.6,9248,3
E01003110,Lambeth 002C,E09000022,Lambeth,17.4,16598,6
E01003111,Lambeth 002D,E09000022,Lambeth,35.3,5781,2
E01003112,Lambeth 002E,E09000022,Lambeth,29.9,8065,3
E01003113,Lambeth 032A,E09000022,Lambeth,23.2,11942,4
E01003114,Lambeth 032B,E09000022,Lambeth,22.4,12492,4
E01003115,Lambeth 034A,E09000022,Lambeth,20.5,13952,5
E01003116,Lambeth 029A,E09000022,Lambeth,20.5,13964,5
E01003117,Lambeth 029B,E09000022,Lambeth,22.2,12619,4
E01003118,Lambeth 029C,E09000022,Lambeth,22.8,12194,4
E01003119,Lambeth 032C,E09000022,Lambeth,22.0,12753,4
E01003120,Lambeth 032D,E09000022,Lambeth,32.9,6716,3
E01003121,Lambeth 006B,E09000022,Lambeth,32.8,6760,3
E01003122,Lambeth 004D,E09000022,Lambeth,25.8,10330,4
E01003123,Lambeth 006C,E09000022,Lambeth,19.2,15107,5
E01003124,Lambeth 006D,E09000022,Lambeth,29.9,8081,3
E01003125,Lambeth 006E,E09000022,Lambeth,30.3,7884,3
E01003126,Lambeth 008D,E09000022,Lambeth,28.7,8668,3
E01003127,Lambeth 010E,E09000022,Lambeth,26.1,10122,4
E01003128,Lambeth 008E,E09000022,Lambeth,34.4,6116,2
E01003129,Lambeth 004E,E09000022,Lambeth,24.3,11167,4
E01003130,Lambeth 026A,E09000022,Lambeth,17.4,16679,6
E01003131,Lambeth 026B,E09000022,Lambeth,18.3,15900,5
E01003132,Lambeth 024A,E09000022,Lambeth,32.2,7016,3
E01003133,Lambeth 027C,E09000022,Lambeth,24.5,11078,4
E01003134,Lambeth 027D,E09000022,Lambeth,19.6,14757,5
E01003135,Lambeth 026C,E09000022,Lambeth,31.6,7255,3
E01003136,Lambeth 022A,E09000022,Lambeth,23.3,11860,4
E01003137,Lambeth 022B,E09000022,Lambeth,29.3,8364,3
E01003138,Lambeth 026D,E09000022,Lambeth,10.6,23730,8
E01003139,Lambeth 035A,E09000022,Lambeth,13.5,20521,7
E01003140,Lambeth 035B,E09000022,Lambeth,16.9,17091,6
E01003141,Lambeth 034B,E09000022,Lambeth,24.0,11366,4
E01003142,Lambeth 035C,E09000022,Lambeth,18.2,15996,5
E01003143,Lambeth 035D,E09000022,Lambeth,28.8,8591,3
E01003144,Lambeth 034C,E09000022,Lambeth,17.4,16659,6
E01003145,Lambeth 034D,E09000022,Lambeth,23.6,11635,4
E01003146,Lambeth 035E,E09000022,Lambeth,25.1,10705,4
E01003147,Lambeth 034E,E09000022,Lambeth,20.6,13846,5
E01003148,Lambeth 032E,E09000022,Lambeth,19.0,15274,5
E01003149,Lambeth 030D,E09000022,Lambeth,15.2,18720,6
E01003150,Lambeth 032F,E09000022,Lambeth,26.5,9888,4
E01003151,Lambeth 026E,E09000022,Lambeth,33.1,6636,3
E01003152,Lambeth 027E,E09000022,Lambeth,13.0,21006,7
E01003153,Lambeth 029D,E09000022,Lambeth,14.8,19158,6
E01003154,Lambeth 030E,E09000022,Lambeth,28.2,8914,3
E01003155,Lambeth 029E,E09000022,Lambeth,19.1,15185,5
E01003156,Lambeth 023B,E09000022,Lambeth,18.6,15573,5
E01003157,Lambeth 023C,E09000022,Lambeth,13.8,20129,7
E01003158,Lambeth 023D,E09000022,Lambeth,7.6,27507,9
E01003159,Lambeth 022C,E09000022,Lambeth,36.2,5458,2
E01003160,Lambeth 022D,E09000022,Lambeth,29.3,8375,3
E01003161,Lambeth 023E,E09000022,Lambeth,18.9,15308,5
E01003162,Lambeth 022E,E09000022,Lambeth,27.3,9410,3
E01003163,Lambeth 023F,E09000022,Lambeth,15.1,18787,6
E01003164,Lambeth 025A,E09000022,Lambeth,28.1,8977,3
E01003165,Lambeth 025B,E09000022,Lambeth,22.3,12526,4
E01003166,Lambeth 028D,E09000022,Lambeth,17.9,16219,5
E01003167,Lambeth 028E,E09000022,Lambeth,14.5,19446,6
E01003168,Lambeth 025C,E09000022,Lambeth,40.4,4141,2
E01003169,Lambeth 025D,E09000022,Lambeth,23.4,11737,4
E01003170,Lambeth 025E,E09000022,Lambeth,12.5,21658,7
E01003171,Lambeth 020B,E09000022,Lambeth,25.4,10536,4
E01003172,Lambeth 024B,E09000022,Lambeth,30.6,7715,3
E01003173,Lambeth 020C,E09000022,Lambeth,15.4,18535,6
E01003174,Lambeth 024C,E09000022,Lambeth,33.6,6425,2
E01003175,Lambeth 024D,E09000022,Lambeth,36.0,5531,2
E01003176,Lambeth 016E,E09000022,Lambeth,35.2,5818,2
E01003177,Lambeth 020D,E09000022,Lambeth,25.7,10365,4
E01003178,Lambeth 020E,E09000022,Lambeth,21.7,12993,4
E01003179,Lambeth 024E,E09000022,Lambeth,31.0,7576,3
E01003180,Lambeth 005D,E09000022,Lambeth,22.4,12452,4
E01003181,Lambeth 007A,E09000022,Lambeth,37.3,5124,2
E01003182,Lambeth 009D,E09000022,Lambeth,26.6,9827,3
E01003183,Lambeth 005E,E09000022,Lambeth,28.8,8600,3
E01003184,Lambeth 007B,E09000022,Lambeth,33.4,6491,2
E01003185,Lambeth 007C,E09000022,Lambeth,27.1,9547,3
E01003186,Lambeth 007D,E09000022,Lambeth,19.8,14548,5
E01003187,Lambeth 007E,E09000022,Lambeth,35.8,5622,2
E01003188,Lambeth 009E,E09000022,Lambeth,38.4,4753,2
E01032582,Lambeth 036E,E09000022,Lambeth,29.6,8211,3
E01033207,Lambeth 004F,E09000022,Lambeth,38.1,4844,2
E01033208,Lambeth 004G,E09000022,Lambeth,18.8,15397,5
E01003189,Lewisham 034A,E09000023,Lewisham,43.3,3400,2
E01003190,Lewisham 034B,E09000023,Lewisham,34.7,5993,2
E01003191,Lewisham 034C,E09000023,Lewisham,34.9,5923,2
E01003192,Lewisham 034D,E09000023,Lewisham,48.7,2371,1
E01003193,Lewisham 029A,E09000023,Lewisham,31.2,7450,3
E01003194,Lewisham 029B,E09000023,Lewisham,34.5,6054,2
E01003195,Lewisham 029C,E09000023,Lewisham,20.6,13849,5
E01003196,Lewisham 029D,E09000023,Lewisham,42.4,3631,2
E01003197,Lewisham 029E,E09000023,Lewisham,43.6,3348,2
E01003198,Lewisham 009A,E09000023,Lewisham,18.6,15575,5
E01003199,Lewisham 007A,E09000023,Lewisham,13.5,20519,7
E01003200,Lewisham 009B,E09000023,Lewisham,11.6,22667,7
E01003201,Lewisham 007B,E09000023,Lewisham,28.2,8912,3
E01003202,Lewisham 009C,E09000023,Lewisham,9.2,25548,8
E01003203,Lewisham 009D,E09000023,Lewisham,24.6,10983,4
E01003204,Lewisham 007C,E09000023,Lewisham,20.8,13701,5
E01003205,Lewisham 007D,E09000023,Lewisham,36.3,5441,2
E01003206,Lewisham 007E,E09000023,Lewisham,14.3,19655,6
E01003207,Lewisham 005A,E09000023,Lewisham,36.7,5288,2
E01003209,Lewisham 005B,E09000023,Lewisham,25.8,10315,4
E01003210,Lewisham 005C,E09000023,Lewisham,22.3,12574,4
E01003211,Lewisham 008B,E09000023,Lewisham,23.4,11780,4
E01003212,Lewisham 005D,E09000023,Lewisham,22.9,12114,4
E01003213,Lewisham 008C,E09000023,Lewisham,20.8,13684,5
E01003214,Lewisham 008D,E09000023,Lewisham,26.3,10004,4
E01003215,Lewisham 005E,E09000023,Lewisham,24.8,10868,4
E01003216,Lewisham 025A,E09000023,Lewisham,22.7,12238,4
E01003217,Lewisham 022A,E09000023,Lewisham,21.0,13562,5
E01003218,Lewisham 022B,E09000023,Lewisham,15.8,18170,6
E01003219,Lewisham 025B,E09000023,Lewisham,18.3,15835,5
E01003220,Lewisham 022C,E09000023,Lewisham,25.0,10734,4
E01003221,Lewisham 025C,E09000023,Lewisham,31.6,7242,3
E01003222,Lewisham 022D,E09000023,Lewisham,22.1,12694,4
E01003223,Lewisham 025D,E09000023,Lewisham,16.8,17192,6
E01003224,Lewisham 022E,E09000023,Lewisham,22.1,12703,4
E01003225,Lewisham 015A,E09000023,Lewisham,9.4,25222,8
E01003226,Lewisham 019A,E09000023,Lewisham,16.8,17209,6
E01003227,Lewisham 019B,E09000023,Lewisham,14.7,19214,6
E01003228,Lewisham 019C,E09000023,Lewisham,18.1,16022,5
E01003229,Lewisham 019D,E09000023,Lewisham,32.5,6878,3
E01003230,Lewisham 019E,E09000023,Lewisham,22.0,12776,4
E01003231,Lewisham 015B,E09000023,Lewisham,23.6,11609,4
E01003232,Lewisham 015C,E09000023,Lewisham,12.3,21837,7
E01003233,Lewisham 015D,E09000023,Lewisham,16.3,17613,6
E01003235,Lewisham 038A,E09000023,Lewisham,28.4,8806,3
E01003236,Lewisham 037A,E09000023,Lewisham,36.8,5272,2
E01003237,Lewisham 037B,E09000023,Lewisham,30.6,7764,3
E01003238,Lewisham 037C,E09000023,Lewisham,36.6,5339,2
E01003239,Lewisham 037D,E09000023,Lewisham,34.4,6092,2
E01003240,Lewisham 038B,E09000023,Lewisham,32.4,6899,3
E01003241,Lewisham 038C,E09000023,Lewisham,33.1,6627,3
E01003243,Lewisham 038D,E09000023,Lewisham,37.5,5046,2
E01003244,Lewisham 001A,E09000023,Lewisham,29.2,8412,3
E01003245,Lewisham 001B,E09000023,Lewisham,35.3,5786,2
E01003246,Lewisham 002A,E09000023,Lewisham,41.0,3988,2
E01003247,Lewisham 001C,E09000023,Lewisham,18.0,16096,5
E01003248,Lewisham 002B,E09000023,Lewisham,30.8,7672,3
E01003249,Lewisham 001D,E09000023,Lewisham,24.5,11039,4
E01003250,Lewisham 001E,E09000023,Lewisham,30.1,7991,3
E01003251,Lewisham 002C,E09000023,Lewisham,28.2,8929,3
E01003252,Lewisham 002D,E09000023,Lewisham,39.5,4413,2
E01003253,Lewisham 002E,E09000023,Lewisham,35.9,5562,2
E01003254,Lewisham 021A,E09000023,Lewisham,12.2,21913,7
E01003255,Lewisham 021B,E09000023,Lewisham,17.5,16542,6
E01003256,Lewisham 028A,E09000023,Lewisham,30.4,7863,3
E01003257,Lewisham 028B,E09000023,Lewisham,21.9,12841,4
E01003258,Lewisham 028C,E09000023,Lewisham,31.2,7446,3
E01003259,Lewisham 028D,E09000023,Lewisham,21.1,13495,5
E01003260,Lewisham 021C,E09000023,Lewisham,14.4,19513,6
E01003261,Lewisham 021D,E09000023,Lewisham,15.6,18301,6
E01003262,Lewisham 021E,E09000023,Lewisham,19.1,15134,5
E01003263,Lewisham 023A,E09000023,Lewisham,28.1,8997,3
E01003264,Lewisham 031A,E09000023,Lewisham,26.4,9917,4
E01003265,Lewisham 031B,E09000023,Lewisham,29.5,8272,3
E01003266,Lewisham 031C,E09000023,Lewisham,39.3,4473,2
E01003267,Lewisham 031D,E09000023,Lewisham,35.1,5847,2
E01003268,Lewisham 023B,E09000023,Lewisham,22.9,12132,4
E01003269,Lewisham 023C,E09000023,Lewisham,27.7,9214,3
E01003270,Lewisham 023D,E09000023,Lewisham,11.5,22714,7
E01003271,Lewisham 023E,E09000023,Lewisham,8.8,26075,8
E01003272,Lewisham 014A,E09000023,Lewisham,18.8,15368,5
E01003273,Lewisham 011A,E09000023,Lewisham,17.1,16925,6
E01003274,Lewisham 014B,E09000023,Lewisham,17.0,16957,6
E01003275,Lewisham 014C,E09000023,Lewisham,30.6,7727,3
E01003276,Lewisham 014D,E09000023,Lewisham,20.7,13770,5
E01003277,Lewisham 011B,E09000023,Lewisham,22.3,12566,4
E01003278,Lewisham 011C,E09000023,Lewisham,26.2,10084,4
E01003279,Lewisham 011D,E09000023,Lewisham,16.3,17690,6
E01003280,Lewisham 016A,E09000023,Lewisham,27.0,9617,3
E01003281,Lewisham 016B,E09000023,Lewisham,17.2,16775,6
E01003282,Lewisham 013A,E09000023,Lewisham,23.4,11731,4
E01003283,Lewisham 013B,E09000023,Lewisham,11.3,22979,7
E01003284,Lewisham 013C,E09000023,Lewisham,19.3,14973,5
E01003285,Lewisham 016C,E09000023,Lewisham,13.7,20277,7
E01003286,Lewisham 013D,E09000023,Lewisham,30.2,7935,3
E01003287,Lewisham 016D,E09000023,Lewisham,12.6,21549,7
E01003288,Lewisham 012A,E09000023,Lewisham,30.8,7648,3
E01003290,Lewisham 012C,E09000023,Lewisham,45.9,2875,1
E01003291,Lewisham 012D,E09000023,Lewisham,45.0,3061,1
E01003292,Lewisham 017A,E09000023,Lewisham,20.6,13870,5
E01003293,Lewisham 017B,E09000023,Lewisham,28.1,9001,3
E01003295,Lewisham 017D,E09000023,Lewisham,29.3,8362,3
E01003296,Lewisham 012E,E09000023,Lewisham,28.6,8690,3
E01003297,Lewisham 003A,E09000023,Lewisham,29.4,8320,3
E01003298,Lewisham 039A,E09000023,Lewisham,32.1,7030,3
E01003299,Lewisham 003B,E09000023,Lewisham,33.0,6679,3
E01003300,Lewisham 039B,E09000023,Lewisham,33.9,6321,2
E01003301,Lewisham 003C,E09000023,Lewisham,25.7,10338,4
E01003302,Lewisham 003D,E09000023,Lewisham,31.7,7226,3
E01003303,Lewisham 039C,E09000023,Lewisham,40.1,4228,2
E01003304,Lewisham 039D,E09000023,Lewisham,36.0,5552,2
E01003305,Lewisham 003E,E09000023,Lewisham,43.3,3393,2
E01003307,Lewisham 024A,E09000023,Lewisham,19.3,14975,5
E01003308,Lewisham 024B,E09000023,Lewisham,23.4,11739,4
E01003309,Lewisham 027A,E09000023,Lewisham,32.1,7032,3
E01003310,Lewisham 027B,E09000023,Lewisham,29.6,8220,3
E01003311,Lewisham 027C,E09000023,Lewisham,17.4,16689,6
E01003312,Lewisham 027D,E09000023,Lewisham,17.6,16478,6
E01003313,Lewisham 027E,E09000023,Lewisham,35.4,5772,2
E01003314,Lewisham 024C,E09000023,Lewisham,17.1,16906,6
E01003315,Lewisham 024D,E09000023,Lewisham,27.4,9376,3
E01003316,Lewisham 024E,E09000023,Lewisham,17.2,16797,6
E01003317,Lewisham 020A,E09000023,Lewisham,28.0,9020,3
E01003318,Lewisham 020B,E09000023,Lewisham,47.1,2640,1
E01003319,Lewisham 018A,E09000023,Lewisham,31.2,7432,3
E01003320,Lewisham 018B,E09000023,Lewisham,35.1,5862,2
E01003321,Lewisham 020C,E09000023,Lewisham,32.2,7006,3
E01003322,Lewisham 020D,E09000023,Lewisham,24.4,11144,4
E01003323,Lewisham 018C,E09000023,Lewisham,34.1,6210,2
E01003324,Lewisham 020E,E09000023,Lewisham,37.1,5192,2
E01003325,Lewisham 018D,E09000023,Lewisham,36.3,5420,2
E01003326,Lewisham 035A,E09000023,Lewisham,28.9,8566,3
E01003327,Lewisham 035B,E09000023,Lewisham,16.4,17542,6
E01003328,Lewisham 035C,E09000023,Lewisham,26.3,9994,4
E01003329,Lewisham 033A,E09000023,Lewisham,19.2,15104,5
E01003330,Lewisham 033B,E09000023,Lewisham,34.1,6223,2
E01003331,Lewisham 033C,E09000023,Lewisham,26.9,9668,3
E01003332,Lewisham 033D,E09000023,Lewisham,27.5,9292,3
E01003333,Lewisham 035D,E09000023,Lewisham,24.8,10875,4
E01003334,Lewisham 033E,E09000023,Lewisham,28.8,8598,3
E01003335,Lewisham 035E,E09000023,Lewisham,33.7,6377,2
E01003336,Lewisham 010A,E09000023,Lewisham,34.0,6255,2
E01003337,Lewisham 010B,E09000023,Lewisham,33.3,6555,2
E01003338,Lewisham 006A,E09000023,Lewisham,34.6,6016,2
E01003339,Lewisham 006B,E09000023,Lewisham,26.5,9904,4
E01003340,Lewisham 006C,E09000023,Lewisham,18.9,15279,5
E01003341,Lewisham 006D,E09000023,Lewisham,20.7,13761,5
E01003342,Lewisham 010C,E09000023,Lewisham,19.5,14816,5
E01003343,Lewisham 006E,E09000023,Lewisham,21.8,12904,4
E01003344,Lewisham 010D,E09000023,Lewisham,19.6,14722,5
E01003345,Lewisham 010E,E09000023,Lewisham,16.7,17292,6
E01003346,Lewisham 026A,E09000023,Lewisham,34.4,6095,2
E01003347,Lewisham 030A,E09000023,Lewisham,44.7,3111,1
E01003348,Lewisham 030B,E09000023,Lewisham,25.7,10341,4
E01003349,Lewisham 026B,E09000023,Lewisham,33.2,6581,3
E01003350,Lewisham 030C,E09000023,Lewisham,33.8,6323,2
E01003351,Lewisham 026C,E09000023,Lewisham,37.2,5161,2
E01003352,Lewisham 030D,E09000023,Lewisham,31.0,7572,3
E01003353,Lewisham 030E,E09000023,Lewisham,21.6,13110,4
E01003354,Lewisham 026D,E09000023,Lewisham,22.1,12732,4
E01032564,Lewisham 037E,E09000023,Lewisham,40.1,4245,2
E01032565,Lewisham 038E,E09000023,Lewisham,37.2,5131,2
E01032579,Lewisham 039E,E09000023,Lewisham,36.0,5514,2
E01033320,Lewisham 017E,E09000023,Lewisham,21.9,12864,4
E01033322,Lewisham 017F,E09000023,Lewisham,22.6,12310,4
E01033324,Lewisham 008E,E09000023,Lewisham,32.6,6828,3
E01033325,Lewisham 008F,E09000023,Lewisham,19.8,14504,5
E01033327,Lewisham 012F,E09000023,Lewisham,33.7,6379,2
E01033341,Lewisham 012G,E09000023,Lewisham,31.6,7263,3
E01003355,Merton 009A,E09000024,Merton,8.7,26208,8
E01003356,Merton 009B,E09000024,Merton,6.0,29487,9
E01003357,Merton 012A,E09000024,Merton,27.0,9578,3
E01003358,Merton 009C,E09000024,Merton,5.5,30058,10
E01003359,Merton 006A,E09000024,Merton,16.0,17931,6
E01003360,Merton 006B,E09000024,Merton,7.5,27696,9
E01003361,Merton 015A,E09000024,Merton,9.5,25156,8
E01003362,Merton 021A,E09000024,Merton,8.2,26874,9
E01003363,Merton 021B,E09000024,Merton,5.9,29530,9
E01003364,Merton 021C,E09000024,Merton,6.7,28695,9
E01003365,Merton 021D,E09000024,Merton,6.8,28557,9
E01003366,Merton 016A,E09000024,Merton,18.4,15790,5
E01003367,Merton 005A,E09000024,Merton,14.4,19521,6
E01003368,Merton 008A,E09000024,Merton,16.6,17401,6
E01003369,Merton 005B,E09000024,Merton,12.3,21838,7
E01003370,Merton 005C,E09000024,Merton,13.1,20897,7
E01003371,Merton 005D,E09000024,Merton,12.5,21593,7
E01003372,Merton 008B,E09000024,Merton,26.6,9855,4
E01003373,Merton 018A,E09000024,Merton,33.1,6620,3
E01003374,Merton 022A,E09000024,Merton,31.2,7469,3
E01003375,Merton 022B,E09000024,Merton,19.1,15124,5
E01003376,Merton 012B,E09000024,Merton,25.1,10678,4
E01003377,Merton 012C,E09000024,Merton,31.3,7399,3
E01003378,Merton 018B,E09000024,Merton,18.4,15791,5
E01003379,Merton 018C,E09000024,Merton,31.1,7481,3
E01003380,Merton 011A,E09000024,Merton,5.8,29688,10
E01003381,Merton 016B,E09000024,Merton,7.9,27169,9
E01003382,Merton 011B,E09000024,Merton,7.5,27635,9
E01003383,Merton 009D,E09000024,Merton,6.7,28697,9
E01003384,Merton 009E,E09000024,Merton,8.0,27029,9
E01003385,Merton 011C,E09000024,Merton,3.8,31665,10
E01003386,Merton 013A,E09000024,Merton,15.9,18023,6
E01003387,Merton 014A,E09000024,Merton,30.2,7930,3
E01003388,Merton 013B,E09000024,Merton,25.8,10292,4
E01003389,Merton 013C,E09000024,Merton,23.0,12084,4
E01003390,Merton 018D,E09000024,Merton,33.6,6427,2
E01003391,Merton 014B,E09000024,Merton,38.5,4736,2
E01003392,Merton 013D,E09000024,Merton,17.1,16933,6
E01003393,Merton 008C,E09000024,Merton,14.0,19916,7
E01003394,Merton 007A,E09000024,Merton,16.1,17864,6
E01003395,Merton 007B,E09000024,Merton,11.9,22275,7
E01003396,Merton 007C,E09000024,Merton,12.3,21834,7
E01003397,Merton 007D,E09000024,Merton,14.1,19838,7
E01003398,Merton 007E,E09000024,Merton,15.2,18705,6
E01003399,Merton 011D,E09000024,Merton,9.1,25722,8
E01003400,Merton 003A,E09000024,Merton,6.8,28565,9
E01003401,Merton 004A,E09000024,Merton,4.1,31444,10
E01003402,Merton 004B,E09000024,Merton,4.7,30815,10
E01003403,Merton 004C,E09000024,Merton,5.8,29724,10
E01003404,Merton 004D,E09000024,Merton,8.8,25994,8
E01003405,Merton 018E,E09000024,Merton,25.7,10386,4
E01003406,Merton 008D,E09000024,Merton,23.0,12088,4
E01003407,Merton 008E,E09000024,Merton,11.9,22329,7
E01003408,Merton 012D,E09000024,Merton,11.9,22311,7
E01003409,Merton 013E,E09000024,Merton,24.5,11085,4
E01003410,Merton 012E,E09000024,Merton,21.6,13118,4
E01003411,Merton 014C,E09000024,Merton,16.0,17900,6
E01003412,Merton 014D,E09000024,Merton,22.7,12249,4
E01003413,Merton 017A,E09000024,Merton,15.4,18563,6
E01003414,Merton 017B,E09000024,Merton,13.7,20261,7
E01003415,Merton 017C,E09000024,Merton,19.7,14583,5
E01003416,Merton 017D,E09000024,Merton,14.1,19804,7
E01003417,Merton 025A,E09000024,Merton,9.2,25536,8
E01003418,Merton 025B,E09000024,Merton,6.7,28652,9
E01003419,Merton 025C,E09000024,Merton,11.3,22958,7
E01003420,Merton 025D,E09000024,Merton,9.2,25563,8
E01003421,Merton 021E,E09000024,Merton,9.8,24701,8
E01003422,Merton 025E,E09000024,Merton,9.2,25586,8
E01003423,Merton 011E,E09000024,Merton,5.8,29630,10
E01003424,Merton 015B,E09000024,Merton,3.8,31683,10
E01003425,Merton 015C,E09000024,Merton,4.0,31463,10
E01003426,Merton 015D,E09000024,Merton,10.2,24238,8
E01003427,Merton 023A,E09000024,Merton,14.1,19865,7
E01003428,Merton 015E,E09000024,Merton,9.4,25298,8
E01003429,Merton 019A,E09000024,Merton,14.2,19712,7
E01003430,Merton 019B,E09000024,Merton,30.9,7614,3
E01003431,Merton 019C,E09000024,Merton,29.4,8324,3
E01003432,Merton 019D,E09000024,Merton,40.4,4161,2
E01003433,Merton 019E,E09000024,Merton,17.6,16455,6
E01003434,Merton 017E,E09000024,Merton,13.0,21055,7
E01003435,Merton 014E,E09000024,Merton,17.6,16472,6
E01003436,Merton 023B,E09000024,Merton,25.6,10411,4
E01003437,Merton 022C,E09000024,Merton,16.0,17944,6
E01003438,Merton 024A,E09000024,Merton,26.9,9642,3
E01003439,Merton 023C,E09000024,Merton,27.4,9363,3
